,store_name,product_ref,Año,semana,Ema,Costo unitario,Venta costo EMA,Venta costo %,Acumulado costo,Desviacion EMA,Desviacion EMA %,acumulado_cantidad,coef_ventas,acumulado_desviacion,acumulado_desviacion_p,acumulado_combinado,Clasificacion,Nivel de servicio
7044,SUCURSAL BARRANQUILLA,BCS00728125,2025.0,39,0.0,103696.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7060,SUCURSAL BARRANQUILLA,BCS00735125,2025.0,39,0.0,47784.73,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7068,SUCURSAL BARRANQUILLA,BCS00741125,2025.0,39,0.0,156289.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7092,SUCURSAL BARRANQUILLA,BCS00746125,2025.0,39,0.0,144342.21,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7108,SUCURSAL BARRANQUILLA,BCS00749125,2025.0,39,0.0,27176.4,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7125,SUCURSAL BARRANQUILLA,BCS00754125,2025.0,39,0.0,142365.36,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7133,SUCURSAL BARRANQUILLA,BCS00763125,2025.0,39,0.0,61133.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7149,SUCURSAL BARRANQUILLA,BCS00779125,2025.0,39,0.0,0.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7157,SUCURSAL BARRANQUILLA,BCS10011125,2025.0,39,0.0,8410.25,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7173,SUCURSAL BARRANQUILLA,BCS10015125,2025.0,39,0.0,10518.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7205,SUCURSAL BARRANQUILLA,BCS10063125,2025.0,39,0.0,26320.94,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7245,SUCURSAL BARRANQUILLA,BCS10126125,2025.0,39,0.0,78539.7,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7261,SUCURSAL BARRANQUILLA,BCS10163125,2025.0,39,0.0,45449.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7278,SUCURSAL BARRANQUILLA,BCS10191125,2025.0,39,0.0,79318.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7286,SUCURSAL BARRANQUILLA,BCS10192125,2025.0,39,0.0,77825.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7294,SUCURSAL BARRANQUILLA,BCS10198125,2025.0,39,0.0,18346.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7310,SUCURSAL BARRANQUILLA,BCS10228125,2025.0,39,0.0,62082.19,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7326,SUCURSAL BARRANQUILLA,BCS10270125,2025.0,39,0.0,67599.54,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7334,SUCURSAL BARRANQUILLA,BCS10287125,2025.0,39,0.0,21644.83,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7350,SUCURSAL BARRANQUILLA,BCS10340125,2025.0,39,0.0,47111.8,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7366,SUCURSAL BARRANQUILLA,BCS10352125,2025.0,39,0.0,43472.4,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7391,SUCURSAL BARRANQUILLA,BCS10383125,2025.0,39,0.0,116967.85,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7520,SUCURSAL BARRANQUILLA,BCS10585125,2025.0,39,0.0,78004.33,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7561,SUCURSAL BARRANQUILLA,BCS20366125,2025.0,39,0.0,51582.25,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7569,SUCURSAL BARRANQUILLA,BCS20375125,2025.0,39,0.0,78824.21,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7594,SUCURSAL BARRANQUILLA,BCS30536125,2025.0,39,0.0,0.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7618,SUCURSAL BARRANQUILLA,BCS50377125,2025.0,39,0.0,86597.25,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7634,SUCURSAL BARRANQUILLA,BCX00032125,2025.0,39,0.0,33905.13,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7650,SUCURSAL BARRANQUILLA,BCX00036125,2025.0,39,0.0,264779.1,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7659,SUCURSAL BARRANQUILLA,BCX00073125,2025.0,39,0.0,69999.13,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7676,SUCURSAL BARRANQUILLA,BCX00133125,2025.0,39,0.0,79616.66,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7684,SUCURSAL BARRANQUILLA,BCX00134125,2025.0,39,0.0,59961.38,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7694,SUCURSAL BARRANQUILLA,BCX00149125,2025.0,39,0.0,136120.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7702,SUCURSAL BARRANQUILLA,BCX00190125,2025.0,39,0.0,12803.35,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7710,SUCURSAL BARRANQUILLA,BCX00195125,2025.0,39,0.0,1.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7719,SUCURSAL BARRANQUILLA,BCX00218125,2025.0,39,0.0,17287.91,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7731,SUCURSAL BARRANQUILLA,BCX00301125,2025.0,39,0.0,43463.89,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7739,SUCURSAL BARRANQUILLA,BCX00305125,2025.0,39,0.0,21667.03,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7753,SUCURSAL BARRANQUILLA,BCX10055125,2025.0,39,0.0,243952.82,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7778,SUCURSAL BARRANQUILLA,BHE00015125,2025.0,39,0.0,29964.31,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7802,SUCURSAL BARRANQUILLA,BHE00025125,2025.0,39,0.0,42931.8,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7811,SUCURSAL BARRANQUILLA,BHE00036125,2025.0,39,0.0,47492.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7839,SUCURSAL BARRANQUILLA,BHE00098125,2025.0,39,0.0,32938.93,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7847,SUCURSAL BARRANQUILLA,BHE00115125,2025.0,39,0.0,20465.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7855,SUCURSAL BARRANQUILLA,BHE00118125,2025.0,39,0.0,1.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7864,SUCURSAL BARRANQUILLA,BHE00119125,2025.0,39,0.0,23100.04,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7882,SUCURSAL BARRANQUILLA,BHE00142125,2025.0,39,0.0,34555.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7890,SUCURSAL BARRANQUILLA,BHE00146125,2025.0,39,0.0,43627.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7915,SUCURSAL BARRANQUILLA,BHE00154125,2025.0,39,0.0,42658.64,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7931,SUCURSAL BARRANQUILLA,BHE00156125,2025.0,39,0.0,61709.64,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7939,SUCURSAL BARRANQUILLA,BHE00162125,2025.0,39,0.0,18734.25,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7975,SUCURSAL BARRANQUILLA,BHE00204125,2025.0,39,0.0,169967.56,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
7985,SUCURSAL BARRANQUILLA,BHE00238125,2025.0,39,0.0,127146.5,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8001,SUCURSAL BARRANQUILLA,BHE00247125,2025.0,39,0.0,12654.22,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8009,SUCURSAL BARRANQUILLA,BHE00251125,2025.0,39,0.0,60169.59,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8018,SUCURSAL BARRANQUILLA,BHE00277125,2025.0,39,0.0,40631.93,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8035,SUCURSAL BARRANQUILLA,BHE00283125,2025.0,39,0.0,71205.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8044,SUCURSAL BARRANQUILLA,BHE00290125,2025.0,39,0.0,168870.43,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8052,SUCURSAL BARRANQUILLA,BHE00301125,2025.0,39,0.0,79332.28,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8068,SUCURSAL BARRANQUILLA,BHE00306125,2025.0,39,0.0,153995.69,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8084,SUCURSAL BARRANQUILLA,BHE00309125,2025.0,39,0.0,22894.1,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8108,SUCURSAL BARRANQUILLA,BHE00313125,2025.0,39,0.0,32023.86,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8132,SUCURSAL BARRANQUILLA,BHE00319125,2025.0,39,0.0,12115.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8140,SUCURSAL BARRANQUILLA,BHE00323125,2025.0,39,0.0,352742.67,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8148,SUCURSAL BARRANQUILLA,BHE00349125,2025.0,39,0.0,165682.42,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8157,SUCURSAL BARRANQUILLA,BHE00368125,2025.0,39,0.0,28417.01,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8173,SUCURSAL BARRANQUILLA,BHE00442125,2025.0,39,0.0,145931.92,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8181,SUCURSAL BARRANQUILLA,BHE00457125,2025.0,39,0.0,42087.47,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8190,SUCURSAL BARRANQUILLA,BHE00494125,2025.0,39,0.0,56641.92,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8198,SUCURSAL BARRANQUILLA,BHE00549125,2025.0,39,0.0,100437.33,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8206,SUCURSAL BARRANQUILLA,BHE00566125,2025.0,39,0.0,130410.22,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8214,SUCURSAL BARRANQUILLA,BHE00607125,2025.0,39,0.0,24744.85,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8224,SUCURSAL BARRANQUILLA,BHE00640125,2025.0,39,0.0,98674.42,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8232,SUCURSAL BARRANQUILLA,BHE00644125,2025.0,39,0.0,89320.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8249,SUCURSAL BARRANQUILLA,BHE00658125,2025.0,39,0.0,128288.73,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8257,SUCURSAL BARRANQUILLA,BHE00660125,2025.0,39,0.0,27303.15,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8265,SUCURSAL BARRANQUILLA,BHE00666125,2025.0,39,0.0,168082.67,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8282,SUCURSAL BARRANQUILLA,BHE00673125,2025.0,39,0.0,72304.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8290,SUCURSAL BARRANQUILLA,BHE00674125,2025.0,39,0.0,254568.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8322,SUCURSAL BARRANQUILLA,BHE00687125,2025.0,39,0.0,168391.54,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8330,SUCURSAL BARRANQUILLA,BHE00688125,2025.0,39,0.0,166406.48,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8338,SUCURSAL BARRANQUILLA,BHE00690125,2025.0,39,0.0,1.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8346,SUCURSAL BARRANQUILLA,BHE00691125,2025.0,39,0.0,104486.64,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8356,SUCURSAL BARRANQUILLA,BHE00699125,2025.0,39,0.0,196989.5,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8364,SUCURSAL BARRANQUILLA,BHE00700125,2025.0,39,0.0,159289.04,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8373,SUCURSAL BARRANQUILLA,BHE00704125,2025.0,39,0.0,34280.91,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8381,SUCURSAL BARRANQUILLA,BHE00712125,2025.0,39,0.0,179706.15,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8389,SUCURSAL BARRANQUILLA,BHE00713125,2025.0,39,0.0,95613.88,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8397,SUCURSAL BARRANQUILLA,BHE00717125,2025.0,39,0.0,148076.98,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8414,SUCURSAL BARRANQUILLA,BHE00733125,2025.0,39,0.0,113028.6,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8423,SUCURSAL BARRANQUILLA,BHE00740125,2025.0,39,0.0,100651.19,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8440,SUCURSAL BARRANQUILLA,BHE00743125,2025.0,39,0.0,253205.37,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8448,SUCURSAL BARRANQUILLA,BHE00744125,2025.0,39,0.0,129348.13,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8456,SUCURSAL BARRANQUILLA,BHE00750125,2025.0,39,0.0,179794.11,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8464,SUCURSAL BARRANQUILLA,BHE00752125,2025.0,39,0.0,38566.94,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8472,SUCURSAL BARRANQUILLA,BHE00754125,2025.0,39,0.0,229358.93,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8481,SUCURSAL BARRANQUILLA,BHE00763125,2025.0,39,0.0,29318.7,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8489,SUCURSAL BARRANQUILLA,BHE00768125,2025.0,39,0.0,68009.42,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8497,SUCURSAL BARRANQUILLA,BHE00769125,2025.0,39,0.0,124631.66,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8505,SUCURSAL BARRANQUILLA,BHE00770125,2025.0,39,0.0,189306.63,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8513,SUCURSAL BARRANQUILLA,BHE00773125,2025.0,39,0.0,50164.71,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8523,SUCURSAL BARRANQUILLA,BHE00784125,2025.0,39,0.0,232294.33,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8531,SUCURSAL BARRANQUILLA,BHE00789125,2025.0,39,0.0,173530.73,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8541,SUCURSAL BARRANQUILLA,BHE00793125,2025.0,39,0.0,104026.64,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8549,SUCURSAL BARRANQUILLA,BHE00794125,2025.0,39,0.0,126430.39,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8565,SUCURSAL BARRANQUILLA,BHE00806125,2025.0,39,0.0,120692.32,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8574,SUCURSAL BARRANQUILLA,BHE00814125,2025.0,39,0.0,139795.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8582,SUCURSAL BARRANQUILLA,BHE00815125,2025.0,39,0.0,36475.74,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8590,SUCURSAL BARRANQUILLA,BHE00819125,2025.0,39,0.0,401198.5,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8600,SUCURSAL BARRANQUILLA,BHE00826125,2025.0,39,0.0,203300.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8608,SUCURSAL BARRANQUILLA,BHE00829125,2025.0,39,0.0,51780.53,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8616,SUCURSAL BARRANQUILLA,BHE00830125,2025.0,39,0.0,1.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8626,SUCURSAL BARRANQUILLA,BHE00835125,2025.0,39,0.0,162163.62,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8642,SUCURSAL BARRANQUILLA,BHE00841125,2025.0,39,0.0,17038.35,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8651,SUCURSAL BARRANQUILLA,BHE00845125,2025.0,39,0.0,173669.15,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8659,SUCURSAL BARRANQUILLA,BHE00846125,2025.0,39,0.0,27242.34,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8668,SUCURSAL BARRANQUILLA,BHE00859125,2025.0,39,0.0,167599.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8676,SUCURSAL BARRANQUILLA,BHE00860125,2025.0,39,0.0,124425.59,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8684,SUCURSAL BARRANQUILLA,BHE00864125,2025.0,39,0.0,139703.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8692,SUCURSAL BARRANQUILLA,BHE00865125,2025.0,39,0.0,14949.59,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8708,SUCURSAL BARRANQUILLA,BHE00867125,2025.0,39,0.0,1.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8719,SUCURSAL BARRANQUILLA,BHE00875125,2025.0,39,0.0,21506.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8728,SUCURSAL BARRANQUILLA,BHE00877125,2025.0,39,0.0,202184.33,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8737,SUCURSAL BARRANQUILLA,BHE00881125,2025.0,39,0.0,125860.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8745,SUCURSAL BARRANQUILLA,BHE00882125,2025.0,39,0.0,139196.57,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8755,SUCURSAL BARRANQUILLA,BHE00889125,2025.0,39,0.0,227707.26,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8763,SUCURSAL BARRANQUILLA,BHE00890125,2025.0,39,0.0,65416.15,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8781,SUCURSAL BARRANQUILLA,BHE00910125,2025.0,39,0.0,122730.1,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8790,SUCURSAL BARRANQUILLA,BHE00920125,2025.0,39,0.0,101967.41,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8798,SUCURSAL BARRANQUILLA,BHE00923125,2025.0,39,0.0,154117.43,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8808,SUCURSAL BARRANQUILLA,BHE00939125,2025.0,39,0.0,117820.25,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8816,SUCURSAL BARRANQUILLA,BHE00949125,2025.0,39,0.0,122216.33,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8825,SUCURSAL BARRANQUILLA,BHE00951125,2025.0,39,0.0,235365.92,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8833,SUCURSAL BARRANQUILLA,BHE00953125,2025.0,39,0.0,168969.29,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8850,SUCURSAL BARRANQUILLA,BHE00959125,2025.0,39,0.0,38011.44,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8858,SUCURSAL BARRANQUILLA,BHE00960125,2025.0,39,0.0,248020.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8867,SUCURSAL BARRANQUILLA,BHE00966125,2025.0,39,0.0,138026.92,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8875,SUCURSAL BARRANQUILLA,BHE00970125,2025.0,39,0.0,35924.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8883,SUCURSAL BARRANQUILLA,BHE00971125,2025.0,39,0.0,77809.91,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8894,SUCURSAL BARRANQUILLA,BHE00977125,2025.0,39,0.0,155343.05,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8902,SUCURSAL BARRANQUILLA,BHE00981125,2025.0,39,0.0,88841.5,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8910,SUCURSAL BARRANQUILLA,BHE00982125,2025.0,39,0.0,88800.79,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8918,SUCURSAL BARRANQUILLA,BHE00988125,2025.0,39,0.0,116980.11,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8927,SUCURSAL BARRANQUILLA,BHE00993125,2025.0,39,0.0,71199.63,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8943,SUCURSAL BARRANQUILLA,BHE00996125,2025.0,39,0.0,56838.77,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8952,SUCURSAL BARRANQUILLA,BHE01014125,2025.0,39,0.0,76049.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8968,SUCURSAL BARRANQUILLA,BHE01041125,2025.0,39,0.0,0.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8976,SUCURSAL BARRANQUILLA,BHE01042125,2025.0,39,0.0,0.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8984,SUCURSAL BARRANQUILLA,BHE01052125,2025.0,39,0.0,0.0,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
8992,SUCURSAL BARRANQUILLA,BHE10009125,2025.0,39,0.0,64504.2,0.0,0.0,0.9987,0.0,0.0,1.0,0.0,4250761.46,0.0,1.0,C,0.5
