,store_name,product_ref,Año,semana,Ema,Costo unitario,Venta costo EMA,Venta costo %,Acumulado costo,Desviacion EMA,Desviacion EMA %,acumulado_cantidad,coef_ventas,acumulado_desviacion,acumulado_desviacion_p,acumulado_combinado,Clasificacion,Nivel de servicio
20665,SUCURSAL MEDELLIN,DAE09194025,2025.0,39,0.0,26483.73,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20673,SUCURSAL MEDELLIN,DAE09205025,2025.0,39,0.0,34013.37,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20722,SUCURSAL MEDELLIN,DAE09269025,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20730,SUCURSAL MEDELLIN,DAE09278025,2025.0,39,0.0,24856.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20738,SUCURSAL MEDELLIN,DAE10976122,2025.0,39,0.0,9360.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20746,SUCURSAL MEDELLIN,DAE10981122,2025.0,39,0.0,15163.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20762,SUCURSAL MEDELLIN,DAE11056115,2025.0,39,0.0,8883.25,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20772,SUCURSAL MEDELLIN,DAE11066136,2025.0,39,0.0,4317.5,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20781,SUCURSAL MEDELLIN,DAE12574025,2025.0,39,0.0,33661.24,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20789,SUCURSAL MEDELLIN,DAE14120025,2025.0,39,0.0,6086.51,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20797,SUCURSAL MEDELLIN,DAE14190025,2025.0,39,0.0,8310.72,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20805,SUCURSAL MEDELLIN,DAE14191025,2025.0,39,0.0,12945.17,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20813,SUCURSAL MEDELLIN,DAE14416025,2025.0,39,0.0,11501.12,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20821,SUCURSAL MEDELLIN,DAE14499025,2025.0,39,0.0,17202.74,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20833,SUCURSAL MEDELLIN,DAE16976136,2025.0,39,0.0,10120.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20841,SUCURSAL MEDELLIN,DAE18022025,2025.0,39,0.0,60051.93,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20849,SUCURSAL MEDELLIN,DAE18065025,2025.0,39,0.0,76316.74,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20857,SUCURSAL MEDELLIN,DAE18141025,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20866,SUCURSAL MEDELLIN,DAE18268189,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20877,SUCURSAL MEDELLIN,DAE60892189,2025.0,39,0.0,5009.13,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20893,SUCURSAL MEDELLIN,DAE61013139,2025.0,39,0.0,5208.12,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20901,SUCURSAL MEDELLIN,DAE61013189,2025.0,39,0.0,5135.26,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20909,SUCURSAL MEDELLIN,DAE61014189,2025.0,39,0.0,6132.37,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20920,SUCURSAL MEDELLIN,DAE61046189,2025.0,39,0.0,1.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20928,SUCURSAL MEDELLIN,DAE61051136,2025.0,39,0.0,9900.31,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20936,SUCURSAL MEDELLIN,DAE61054115,2025.0,39,0.0,9128.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20944,SUCURSAL MEDELLIN,DAE61054122,2025.0,39,0.0,9464.19,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20952,SUCURSAL MEDELLIN,DAE61054136,2025.0,39,0.0,11605.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20960,SUCURSAL MEDELLIN,DAE61054139,2025.0,39,0.0,9309.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20968,SUCURSAL MEDELLIN,DAE61055136,2025.0,39,0.0,13617.45,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20976,SUCURSAL MEDELLIN,DAE61056115,2025.0,39,0.0,7007.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20987,SUCURSAL MEDELLIN,DAE61062136,2025.0,39,0.0,4860.63,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
20996,SUCURSAL MEDELLIN,DAE61063136,2025.0,39,0.0,13750.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21005,SUCURSAL MEDELLIN,DAE61065136,2025.0,39,0.0,21125.59,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21014,SUCURSAL MEDELLIN,DAE61075136,2025.0,39,0.0,4927.55,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21024,SUCURSAL MEDELLIN,DAE61078136,2025.0,39,0.0,10819.7,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21035,SUCURSAL MEDELLIN,DAE61082136,2025.0,39,0.0,13750.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21043,SUCURSAL MEDELLIN,DAE61083115,2025.0,39,0.0,3972.5,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21051,SUCURSAL MEDELLIN,DAE61083136,2025.0,39,0.0,9625.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21060,SUCURSAL MEDELLIN,DAE6737136,2025.0,39,0.0,10115.82,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21081,SUCURSAL MEDELLIN,DAP02988025,2025.0,39,0.0,69409.47,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21089,SUCURSAL MEDELLIN,DAP02993025,2025.0,39,0.0,34861.42,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21105,SUCURSAL MEDELLIN,DAP08015025,2025.0,39,0.0,76622.58,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21137,SUCURSAL MEDELLIN,DAP08066025,2025.0,39,0.0,42514.16,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21153,SUCURSAL MEDELLIN,DAP08139025,2025.0,39,0.0,43341.17,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21161,SUCURSAL MEDELLIN,DAP08140025,2025.0,39,0.0,48919.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21177,SUCURSAL MEDELLIN,DAP08159025,2025.0,39,0.0,30407.73,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21185,SUCURSAL MEDELLIN,DAP08165025,2025.0,39,0.0,53448.95,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21193,SUCURSAL MEDELLIN,DAP08175025,2025.0,39,0.0,136856.74,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21201,SUCURSAL MEDELLIN,DAP08187025,2025.0,39,0.0,87489.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21209,SUCURSAL MEDELLIN,DAP08203025,2025.0,39,0.0,28671.41,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21217,SUCURSAL MEDELLIN,DAP08203109,2025.0,39,0.0,295345.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21225,SUCURSAL MEDELLIN,DAP08203136,2025.0,39,0.0,170984.92,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21233,SUCURSAL MEDELLIN,DAP08203139,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21241,SUCURSAL MEDELLIN,DAP08203189,2025.0,39,0.0,29930.27,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21250,SUCURSAL MEDELLIN,DAP08208025,2025.0,39,0.0,19561.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21258,SUCURSAL MEDELLIN,DAP08230025,2025.0,39,0.0,43669.67,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21266,SUCURSAL MEDELLIN,DAP08231025,2025.0,39,0.0,17304.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21274,SUCURSAL MEDELLIN,DAP08231189,2025.0,39,0.0,26547.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21282,SUCURSAL MEDELLIN,DAP09046025,2025.0,39,0.0,9441.73,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21290,SUCURSAL MEDELLIN,DAP09050189,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21314,SUCURSAL MEDELLIN,DAP09237189,2025.0,39,0.0,20549.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21357,SUCURSAL MEDELLIN,DAR02009025,2025.0,39,0.0,7505.65,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21365,SUCURSAL MEDELLIN,DAR02011025,2025.0,39,0.0,49603.51,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21373,SUCURSAL MEDELLIN,DAR02017025,2025.0,39,0.0,21859.54,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21389,SUCURSAL MEDELLIN,DAR02027025,2025.0,39,0.0,7999.6,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21405,SUCURSAL MEDELLIN,DAR02032025,2025.0,39,0.0,36271.17,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21421,SUCURSAL MEDELLIN,DAR02042025,2025.0,39,0.0,23488.4,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21461,SUCURSAL MEDELLIN,DAR02052025,2025.0,39,0.0,12853.06,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21469,SUCURSAL MEDELLIN,DAR02053025,2025.0,39,0.0,11435.91,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21477,SUCURSAL MEDELLIN,DAR02056025,2025.0,39,0.0,26137.03,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21493,SUCURSAL MEDELLIN,DAR02066025,2025.0,39,0.0,15526.91,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21501,SUCURSAL MEDELLIN,DAR02071025,2025.0,39,0.0,8814.19,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21509,SUCURSAL MEDELLIN,DAR02103025,2025.0,39,0.0,59591.66,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21541,SUCURSAL MEDELLIN,DAR02111025,2025.0,39,0.0,71680.91,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21590,SUCURSAL MEDELLIN,DAR02135025,2025.0,39,0.0,61480.82,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21598,SUCURSAL MEDELLIN,DAR02136025,2025.0,39,0.0,66424.3,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21638,SUCURSAL MEDELLIN,DAR02161025,2025.0,39,0.0,42599.78,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21646,SUCURSAL MEDELLIN,DAR02175025,2025.0,39,0.0,27857.94,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21686,SUCURSAL MEDELLIN,DAR02202025,2025.0,39,0.0,33748.54,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21719,SUCURSAL MEDELLIN,DAR02242025,2025.0,39,0.0,74116.8,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21727,SUCURSAL MEDELLIN,DAR02259025,2025.0,39,0.0,13671.12,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21759,SUCURSAL MEDELLIN,DAR02272025,2025.0,39,0.0,122280.88,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21775,SUCURSAL MEDELLIN,DAR02295025,2025.0,39,0.0,9716.79,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21791,SUCURSAL MEDELLIN,DAR02305025,2025.0,39,0.0,66605.68,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21799,SUCURSAL MEDELLIN,DAR02315025,2025.0,39,0.0,62399.53,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21815,SUCURSAL MEDELLIN,DAR02323025,2025.0,39,0.0,72935.92,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21831,SUCURSAL MEDELLIN,DAR02332025,2025.0,39,0.0,78457.14,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21847,SUCURSAL MEDELLIN,DAR02349025,2025.0,39,0.0,35759.58,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21855,SUCURSAL MEDELLIN,DAR02358025,2025.0,39,0.0,52500.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21905,SUCURSAL MEDELLIN,DAR02471025,2025.0,39,0.0,88483.72,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21937,SUCURSAL MEDELLIN,DAR02527025,2025.0,39,0.0,61329.02,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21946,SUCURSAL MEDELLIN,DAR02533025,2025.0,39,0.0,30246.24,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21954,SUCURSAL MEDELLIN,DAR02534025,2025.0,39,0.0,32622.05,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21970,SUCURSAL MEDELLIN,DAR02545025,2025.0,39,0.0,91955.98,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
21986,SUCURSAL MEDELLIN,DAR02593025,2025.0,39,0.0,31387.02,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22002,SUCURSAL MEDELLIN,DAR02606025,2025.0,39,0.0,7537.31,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22019,SUCURSAL MEDELLIN,DAR02645025,2025.0,39,0.0,32252.28,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22027,SUCURSAL MEDELLIN,DAR02649025,2025.0,39,0.0,16854.65,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22043,SUCURSAL MEDELLIN,DAR02667025,2025.0,39,0.0,65222.5,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22051,SUCURSAL MEDELLIN,DAR02668025,2025.0,39,0.0,21562.66,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22059,SUCURSAL MEDELLIN,DAR02670025,2025.0,39,0.0,31050.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22100,SUCURSAL MEDELLIN,DAR02755025,2025.0,39,0.0,23917.11,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22108,SUCURSAL MEDELLIN,DAR02762025,2025.0,39,0.0,13111.4,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22116,SUCURSAL MEDELLIN,DAR02789025,2025.0,39,0.0,30162.55,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22135,SUCURSAL MEDELLIN,DAR02821025,2025.0,39,0.0,67176.58,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22153,SUCURSAL MEDELLIN,DAR02870025,2025.0,39,0.0,73504.43,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22169,SUCURSAL MEDELLIN,DAR02913025,2025.0,39,0.0,55397.01,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22177,SUCURSAL MEDELLIN,DAR02921025,2025.0,39,0.0,12382.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22195,SUCURSAL MEDELLIN,DAR02980025,2025.0,39,0.0,57188.61,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22219,SUCURSAL MEDELLIN,DAR02989025,2025.0,39,0.0,26602.37,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22227,SUCURSAL MEDELLIN,DAR02990025,2025.0,39,0.0,35999.26,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22235,SUCURSAL MEDELLIN,DAR02996025,2025.0,39,0.0,72482.36,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22243,SUCURSAL MEDELLIN,DAR02997025,2025.0,39,0.0,77285.3,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22251,SUCURSAL MEDELLIN,DAR02999025,2025.0,39,0.0,57630.79,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22268,SUCURSAL MEDELLIN,DAR03067025,2025.0,39,0.0,32759.09,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22276,SUCURSAL MEDELLIN,DAR03068025,2025.0,39,0.0,39798.21,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22317,SUCURSAL MEDELLIN,DAR03080025,2025.0,39,0.0,14600.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22342,SUCURSAL MEDELLIN,DAR03144025,2025.0,39,0.0,33069.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22351,SUCURSAL MEDELLIN,DAR03196025,2025.0,39,0.0,37574.74,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22367,SUCURSAL MEDELLIN,DAR03258025,2025.0,39,0.0,29260.9,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22375,SUCURSAL MEDELLIN,DAR03274025,2025.0,39,0.0,14861.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22383,SUCURSAL MEDELLIN,DAR03277025,2025.0,39,0.0,38991.93,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22391,SUCURSAL MEDELLIN,DAR03309025,2025.0,39,0.0,33612.78,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22416,SUCURSAL MEDELLIN,DAR03385025,2025.0,39,0.0,40355.94,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22424,SUCURSAL MEDELLIN,DAR03413025,2025.0,39,0.0,35397.97,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22440,SUCURSAL MEDELLIN,DAR03444025,2025.0,39,0.0,39279.01,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22457,SUCURSAL MEDELLIN,DAR03593025,2025.0,39,0.0,26744.5,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22481,SUCURSAL MEDELLIN,DAR03893025,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22499,SUCURSAL MEDELLIN,DAR04122025,2025.0,39,0.0,48129.46,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22507,SUCURSAL MEDELLIN,DAR04136025,2025.0,39,0.0,40649.14,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22515,SUCURSAL MEDELLIN,DAR04309025,2025.0,39,0.0,24446.03,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22563,SUCURSAL MEDELLIN,DAR08013025,2025.0,39,0.0,78266.37,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22572,SUCURSAL MEDELLIN,DAR08034025,2025.0,39,0.0,40471.43,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22588,SUCURSAL MEDELLIN,DAR08038025,2025.0,39,0.0,26869.41,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22620,SUCURSAL MEDELLIN,DAR08043025,2025.0,39,0.0,46714.79,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22636,SUCURSAL MEDELLIN,DAR08048025,2025.0,39,0.0,33927.31,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22652,SUCURSAL MEDELLIN,DAR08052025,2025.0,39,0.0,16303.26,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22660,SUCURSAL MEDELLIN,DAR08054025,2025.0,39,0.0,18880.8,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22676,SUCURSAL MEDELLIN,DAR08072025,2025.0,39,0.0,26335.93,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22701,SUCURSAL MEDELLIN,DAR08096025,2025.0,39,0.0,50416.13,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22709,SUCURSAL MEDELLIN,DAR08097025,2025.0,39,0.0,39112.66,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22717,SUCURSAL MEDELLIN,DAR08104025,2025.0,39,0.0,21035.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22725,SUCURSAL MEDELLIN,DAR08111025,2025.0,39,0.0,42055.69,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22749,SUCURSAL MEDELLIN,DAR08147025,2025.0,39,0.0,66640.43,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22757,SUCURSAL MEDELLIN,DAR08183025,2025.0,39,0.0,33402.72,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22781,SUCURSAL MEDELLIN,DAR08202025,2025.0,39,0.0,43077.57,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22814,SUCURSAL MEDELLIN,DAR08255189,2025.0,39,0.0,9586.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22823,SUCURSAL MEDELLIN,DAR09036025,2025.0,39,0.0,34896.91,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22831,SUCURSAL MEDELLIN,DAR09041025,2025.0,39,0.0,27095.41,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22847,SUCURSAL MEDELLIN,DAR09096025,2025.0,39,0.0,40023.35,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22888,SUCURSAL MEDELLIN,DAR12123UHE,2025.0,39,0.0,0.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22896,SUCURSAL MEDELLIN,DAR12276025,2025.0,39,0.0,240812.49,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
22914,SUCURSAL MEDELLIN,DAR14736189,2025.0,39,0.0,8505.0,0.0,0.0,0.9973,0.0,0.0,1.0,0.0,5881536.76,0.0,1.0,C,0.5
